LOW,HIGH,t1_desi>10_mean_DISTERR/DIST,t1_boss_mean_DISTERR/DIST,t1_others_mean_DISTERR/DIST,t5_33m>10_mean_parallax_error/parallax,t6_17m>10_mean_parallax_error/parallax,t6_220m>10_mean_stellar_params_err[4]/stellar_params_est[4]
38.418344169263634,40.387284307938394,0.6581394383909718,0.08239933829503851,0.15327076210696733,1.655817129055576,0.0,0.0
40.387284307938394,42.45713262872024,0.6545569080787415,0.07390091747140073,0.1535729408599173,1.7623064788123717,0.0,0.0
42.45713262872024,44.633060675942154,0.6582282877801409,0.07029633529236563,0.14559897546820122,1.888302020414632,0.0,0.0
44.633060675942154,46.92050503558419,0.6442947100352668,0.068516917685677,0.14532154037473063,1.9922365715702666,0.0,0.0
46.92050503558419,49.325180918657885,0.6444485202171414,0.07433722437594095,0.1399209568392417,0.0,0.0,0.0
49.32518091865788,51.853096440739094,0.651976947530141,0.06958327257524827,0.12997155511189062,2.205536045493081,0.0,0.0
51.853096440739094,54.51056763332697,0.6355600845906357,0.05737360284269871,0.13327121107986398,0.0,0.0,0.0
54.51056763332697,57.30423422453498,0.6501065421950372,0.0665019728332248,0.1386385285802291,2.5357442699053787,0.0,0.0
57.30423422453499,60.241076228542404,0.6631681881659505,0.06451133755623473,0.14226961855194112,0.0,0.0,0.0
60.241076228542404,63.3284313852552,0.6730363696597821,0.0867704095803079,0.12908973540572405,0.0,0.0,0.0
63.32843138525521,66.57401349374953,0.68441082716683,0.07104099038359248,0.10272879337234911,0.0,0.0,0.0
66.57401349374953,69.9859316853042,0.7034745160402013,0.05546641810999789,0.11058950627420876,0.0,0.0,0.0
69.9859316853042,73.57271068417603,0.7343585198485082,0.07352755146543466,0.10643085293962588,0.0,0.0,0.0
73.57271068417604,77.34331210674007,0.7313853368472775,0.08534118448265267,0.10720626118290909,0.0,0.0,0.0
77.34331210674006,81.30715685221048,0.7317619163803876,0.06665807926555858,0.09798373165659298,3.581984687652037,0.0,0.0
81.30715685221048,85.47414864088627,0.7560496321531717,0.06916548368358624,0.10304511081524334,3.8054284459784187,0.0,0.0
85.47414864088628,89.8546987587317,0.74057624087674,0.057934998440754976,0.15165437674939103,0.0,0.0,0.0
89.8546987587317,94.4597520701167,0.762809908081717,0.08079582461778005,0.07661081301050322,4.336135155136365,0.0,0.0
94.4597520701167,99.30081436371019,0.8421274261545033,0.017063878658831983,0.285939384526226,4.583323153442757,0.0,0.0
99.3008143637102,104.38998109985035,0.7563209900985685,0.0,0.45592114889317586,0.0,0.0,0.0
104.38998109985035,109.73996763121768,0.8346420434561358,0.0,0.08672373575359905,0.0,0.0,0.0
109.73996763121767,115.36414097231757,0.796836113065915,0.0,0.0,5.158232307879338,0.0,0.0
115.36414097231757,121.27655319714884,0.7882754553855698,0.0,0.0904737310458733,0.0,0.0,0.0
121.27655319714886,127.49197654850273,0.8000150157114935,0.0,0.09023543001845784,0.0,0.0,0.0
127.49197654850273,134.0259403466135,0.7734295233844978,0.0,0.0,0.0,0.0,0.0
134.0259403466135,140.89476978937745,0.8183542044465658,0.0,0.0,0.0,0.0,0.0
140.89476978937745,148.11562674108305,0.8361776530353825,0.0,0.13094417643004824,0.0,0.0,0.0
148.11562674108305,155.70655261156355,0.7375899022343034,0.0,0.0,0.0,0.0,0.0
155.70655261156355,163.6865134329062,0.8609226998450199,0.0,0.0,7.428289647530664,0.0,0.0
163.6865134329062,172.07544724634263,0.8070772858869828,0.0,0.0,0.0,0.0,0.0
172.07544724634263,180.8943139177177,0.9559551939993658,0.0,0.0,0.0,0.0,0.0
