33M Combined_Bin,33M Combined_Counts,125M Combined_Bin,125M Combined_Counts,desi_Bin,desi_Counts,sos_Bin,sos_Counts,lamost_Bin,lamost_Counts,sdss_Bin,sdss_Counts,others_Bin,others_Counts
-3.2700000000000315,506.99999999968963,-3.545000000000032,318.00000000020896,-3.2700000000000315,472.9999999996662,-3.545000000000032,1.000000000006306,-2.755000000000032,6.999999999993605,-3.300000000000032,1.0000000000126121,-2.750000000000032,19.0
-3.2600000000000318,484.0000000001676,-3.535000000000032,388.9999999996187,-3.2600000000000318,440.00000000018167,-3.535000000000032,1.0,-2.745000000000032,13.99999999997442,-3.290000000000032,1.0,-2.740000000000032,24.0
-3.250000000000032,411.00000000014705,-3.5250000000000323,402.9999999999081,-3.250000000000032,377.00000000016627,-3.5250000000000323,0.9999999999936051,-2.7350000000000323,10.000000000019185,-3.2800000000000322,1.9999999999936051,-2.7300000000000324,19.00000000001199
-3.240000000000032,470.99999999992326,-3.5150000000000325,406.9999999999897,-3.240000000000032,410.9999999999744,-3.5150000000000325,1.9999999999998224,-2.7250000000000325,12.999999999967049,-3.2700000000000324,6.394884621841606e-12,-2.7200000000000326,22.000000000005773
-3.2300000000000324,483.99999999997283,-3.5050000000000328,460.9999999997634,-3.2300000000000324,418.00000000004025,-3.5050000000000328,3.9999999999868554,-2.7150000000000327,4.000000000051603,-3.2600000000000326,0.0,-2.710000000000033,24.000000000019718
-3.2200000000000326,506.99999999997266,-3.495000000000033,411.0000000002826,-3.2200000000000326,433.9999999999498,-3.495000000000033,2.0000000000197176,-2.705000000000033,10.999999999980282,-3.250000000000033,1.9999999999934275,-2.700000000000033,23.999999999980282
-3.210000000000033,488.9999999999211,-3.485000000000033,470.99999999965826,-3.210000000000033,426.9999999998751,-3.485000000000033,1.0,-2.695000000000033,11.000000000013145,-3.240000000000033,2.9999999999934275,-2.6900000000000333,18.999999999980282
-3.200000000000033,480.0000000000789,-3.4750000000000334,486.99999999991144,-3.200000000000033,435.9999999999868,-3.4750000000000334,2.9999999999933387,-2.6850000000000334,13.999999999959677,-3.2300000000000333,2.0000000000064837,-2.6800000000000335,18.000000000005684
-3.1900000000000333,495.99999999982913,-3.4650000000000336,497.9999999999907,-3.1900000000000333,442.99999999988825,-3.4650000000000336,1.999999999993161,-2.6750000000000336,15.999999999992362,-3.2200000000000335,1.9999999999999112,-2.6700000000000337,27.99999999996536
-3.1800000000000335,525.00000000005,-3.455000000000034,518.0000000000202,-3.1800000000000335,460.0000000001121,-3.455000000000034,1.3500311979442191e-11,-2.665000000000034,16.000000000027,-3.2100000000000337,2.00000000000675,-2.660000000000034,30.000000000019185
-3.1700000000000337,489.0000000000048,-3.445000000000034,565.9999999998245,-3.1700000000000337,436.99999999994014,-3.445000000000034,0.9999999999932498,-2.655000000000034,11.000000000027,-3.200000000000034,0.9999999999932498,-2.650000000000034,20.00000000000684
-3.160000000000034,521.9999999998824,-3.4350000000000342,560.9999999999959,-3.160000000000034,462.99999999993906,-3.4350000000000342,1.9999999999930722,-2.645000000000034,11.999999999965539,-3.190000000000034,3.0000000000067506,-2.6400000000000343,27.999999999985167
-3.150000000000034,545.9999999998813,-3.4250000000000345,601.9999999998993,-3.150000000000034,468.9999999999394,-3.4250000000000345,1.0000000000067502,-2.6350000000000344,10.000000000033928,-3.1800000000000344,3.9999999999931615,-2.6300000000000345,23.00000000002771
-3.1400000000000343,525.9999999999986,-3.4150000000000347,642.9999999996674,-3.1400000000000343,480.99999999990155,-3.4150000000000347,4.0,-2.6250000000000346,17.999999999951505,-3.1700000000000346,0.9999999999999112,-2.6200000000000347,24.999999999944578
-3.1300000000000345,572.000000000097,-3.405000000000035,666.9999999998961,-3.1300000000000345,509.00000000016627,-3.405000000000035,6.927791673661125e-12,-2.615000000000035,10.000000000027711,-3.160000000000035,3.9999999999999116,-2.610000000000035,27.999999999993072
-3.1200000000000347,591.999999999806,-3.395000000000035,661.0000000000673,-3.1200000000000347,526.9999999998545,-3.395000000000035,2.9999999999789506,-2.605000000000035,10.000000000006484,-3.150000000000035,1.0000000000070166,-2.600000000000035,24.000000000047518
-3.110000000000035,629.999999999903,-3.3850000000000353,587.000000000425,-3.110000000000035,560.9999999998267,-3.3850000000000353,2.1049828546893417e-11,-2.5950000000000353,13.999999999985967,-3.140000000000035,1.9999999999928946,-2.5900000000000354,21.9999999999706
-3.100000000000035,642.9999999996995,-3.3750000000000355,510.000000000135,-3.100000000000035,571.9999999997162,-3.3750000000000355,0.0,-2.5850000000000355,9.000000000027802,-3.1300000000000354,4.999999999978684,-2.5800000000000356,24.99999999998579
-3.0900000000000354,704.999999999991,-3.3650000000000357,519.9999999999858,-3.0900000000000354,638.0000000000081,-3.3650000000000357,0.0,-2.5750000000000357,12.999999999964473,-3.1200000000000356,1.0000000000284217,-2.570000000000036,23.000000000021316
-3.0800000000000356,692.9999999997797,-3.355000000000036,505.00000000015734,-3.0800000000000356,615.9999999998508,-3.355000000000036,1.9999999999928058,-2.565000000000036,18.99999999999929,-3.110000000000036,0.9999999999928946,-2.560000000000036,21.999999999984368
-3.070000000000036,714.0000000000355,-3.345000000000036,476.999999999971,-3.070000000000036,641.0000000000284,-3.345000000000036,1.0000000000071942,-2.555000000000036,16.0,-3.100000000000036,0.9999999999999112,-2.5500000000000362,36.9999999999476
-3.060000000000036,861.9999999994425,-3.3350000000000364,503.99999999973915,-3.060000000000036,779.9999999994176,-3.3350000000000364,2.999999999985434,-2.5450000000000363,13.000000000028422,-3.0900000000000363,0.9999999999999112,-2.5400000000000365,32.000000000058265
-3.0500000000000362,856.9999999999684,-3.3250000000000366,442.00000000026216,-3.0500000000000362,790.9999999999574,-3.3250000000000366,2.9999999999927174,-2.5350000000000366,8.999999999984901,-3.0800000000000365,2.000000000007283,-2.5300000000000367,23.000000000014566
-3.0400000000000365,954.99999999941,-3.315000000000037,461.00000000003644,-3.0400000000000365,878.9999999994465,-3.315000000000037,2.184918912462355e-11,-2.5250000000000368,22.99999999996314,-3.0700000000000367,2.0,-2.520000000000037,36.99999999993987
-3.0300000000000367,1074.9999999997888,-3.305000000000037,455.9999999999284,-3.0300000000000367,977.9999999998688,-3.305000000000037,1.0,-2.515000000000037,22.000000000006487,-3.060000000000037,1.9999999999926281,-2.510000000000037,29.0000000000429
-3.020000000000037,1018.9999999999884,-3.2950000000000372,413.0000000003151,-3.020000000000037,919.9999999999562,-3.2950000000000372,0.9999999999925393,-2.505000000000037,14.000000000014921,-3.050000000000037,2.9999999999924505,-2.5000000000000373,34.999999999940314
-3.010000000000037,1101.999999999728,-3.2850000000000374,439.99999999995316,-3.010000000000037,976.9999999999189,-3.2850000000000374,1.9999999999923617,-2.4950000000000374,29.99999999991047,-3.0400000000000373,6.999999999992539,-2.4900000000000375,42.0
-3.0000000000000373,1035.000000000418,-3.2750000000000377,444.9999999997782,-3.0000000000000373,944.0000000001493,-3.2750000000000377,2.0000000000001776,-2.4850000000000376,37.99999999998508,-3.0300000000000376,7.000000000007461,-2.4800000000000377,57.99999999993001
-2.9900000000000375,936.0000000002536,-3.265000000000038,493.9999999999298,-2.9900000000000375,874.000000000179,-3.265000000000038,3.000000000007283,-2.475000000000038,39.99999999996785,-3.0200000000000378,4.000000000014921,-2.470000000000038,70.9999999999396
-2.9800000000000377,936.0000000000705,-3.255000000000038,414.00000000034373,-2.9800000000000377,871.0000000000578,-3.255000000000038,1.0000000000076383,-2.465000000000038,37.00000000007407,-3.010000000000038,1.9999999999923617,-2.460000000000038,63.00000000013394
-2.970000000000038,841.0000000004933,-3.2450000000000383,440.99999999966394,-2.970000000000038,768.0000000005948,-3.2450000000000383,0.0,-2.4550000000000383,33.00000000001528,-3.000000000000038,4.0,-2.4500000000000384,70.99999999997709
-2.960000000000038,831.000000000023,-3.2350000000000385,453.9999999999389,-2.960000000000038,772.9999999999466,-3.2350000000000385,1.0,-2.4450000000000385,32.99999999996945,-2.9900000000000384,7.63833440942124e-12,-2.4400000000000386,65.9999999999205
-2.9500000000000384,864.9999999998626,-3.2250000000000387,469.99999999981696,-2.9500000000000384,816.9999999998015,-3.2250000000000387,2.999999999992273,-2.4350000000000387,29.999999999975216,-2.9800000000000386,3.9999999999922733,-2.430000000000039,75.9999999999691
-2.9400000000000386,817.0000000001758,-3.215000000000039,441.0000000002275,-2.9400000000000386,747.000000000275,-3.215000000000039,4.999999999976463,-2.425000000000039,35.000000000021586,-2.970000000000039,1.9999999999999112,-2.420000000000039,61.00000000010596
-2.930000000000039,827.9999999997491,-3.205000000000039,470.99999999992184,-2.930000000000039,769.999999999698,-3.205000000000039,3.1263880373445074e-11,-2.415000000000039,31.000000000023448,-2.960000000000039,1.000000000007816,-2.410000000000039,88.99999999991083
-2.920000000000039,843.9999999998067,-3.1950000000000394,446.00000000012506,-2.920000000000039,770.9999999998872,-3.1950000000000394,2.0,-2.4050000000000393,28.999999999984368,-2.9500000000000393,1.999999999984368,-2.4000000000000394,68.00000000002372
-2.910000000000039,795.0000000001352,-3.1850000000000396,518.9999999996013,-2.910000000000039,745.0000000000751,-3.1850000000000396,3.999999999976286,-2.3950000000000395,34.99999999998268,-2.9400000000000395,4.000000000007816,-2.3900000000000396,61.999999999973085
-2.9000000000000394,810.0000000001618,-3.17500000000004,459.0000000002483,-2.9000000000000394,757.0000000000889,-3.17500000000004,4.000000000007727,-2.3850000000000398,33.000000000038284,-2.9300000000000397,3.0000000000078164,-2.38000000000004,73.0
-2.8900000000000396,810.0000000001212,-3.16500000000004,482.9999999998401,-2.8900000000000396,741.0000000003164,-3.16500000000004,4.999999999984013,-2.37500000000004,31.99999999997602,-2.92000000000004,3.999999999984013,-2.37000000000004,46.0000000001199
