LOW,HIGH,t2_not_33m>10_mean_parallax_error/parallax,t1_desi<10_mean_DISTERR/DIST,t1_boss<10_mean_DISTERR/DIST,t1_others <10_mean_DISTERR/DIST,t3_not_220m>10_mean_stellar_params_err[4]/stellar_params_est[4],t3_not_17m>10_mean_parallax_error/parallax
4.8,4.8999999999999995,0.12715639878584886,0.3919495625318219,0.09892218683789751,0.25765183967780037,0.09037090294563728,0.14064118286220154
4.9,5.0,0.13047478965633785,0.3963672326871827,0.09932932898465019,0.24610760828802325,0.09158804319798693,0.14388755212290139
5.0,5.1,0.13356827321438788,0.4027430789911661,0.09733536019678661,0.2734865734027964,0.09295427234164426,0.1468808635698548
5.1,5.199999999999999,0.13707796155335875,0.40771528376879146,0.0973164466866948,0.2548063456649702,0.09395712255746021,0.1498319989076942
5.2,5.3,0.14010759803691064,0.41377401589500823,0.10470966259828444,0.24822728675888095,0.09512285928824514,0.1523859923119343
5.3,5.3999999999999995,0.14376275378906755,0.4149020921449123,0.10834747300820101,0.24507715100553604,0.09601253332958033,0.15485386789974628
5.4,5.5,0.14686162876708742,0.4208071864420508,0.10380877141767576,0.23798505751286705,0.09726888637050154,0.15739273115997096
5.5,5.6,0.14990466273678846,0.42477560422933686,0.13268624051257652,0.21354385904070353,0.09817640891624511,0.15959948890347678
5.6,5.699999999999999,0.1528945172660832,0.42710374842706333,0.12913490077723683,0.21029941696667925,0.09927041587048249,0.16145286113710355
5.7,5.8,0.15573927603083484,0.4320176597761206,0.10936775923832202,0.1958714858908693,0.10016164320951935,0.16346522626497165
5.8,5.8999999999999995,0.1593372698105849,0.43167007199812496,0.10271266795446855,0.22499107912665042,0.10101083416532446,0.16554024131932596
5.9,6.0,0.16274983277702193,0.4345595147999448,0.11200741466567152,0.21108782095001002,0.10186855490854513,0.16724455511655212
6.0,6.1,0.16641991960837274,0.4450268934480109,0.11048616292461935,0.21039819232714144,0.10290059553685979,0.16845495538965688
6.1,6.199999999999999,0.17008807896384967,0.4453202872688417,0.11857607131599539,0.23165304339619786,0.10353297680759882,0.17021859970519976
6.2,6.3,0.17387067730018768,0.4486449352216859,0.12038463638858785,0.20758206476417326,0.10435951515649479,0.1717946138073252
6.3,6.3999999999999995,0.176885234476889,0.45844768964800475,0.1191245713714551,0.19172527914231008,0.10501247263286737,0.17344763280345774
6.4,6.5,0.1807850097648824,0.4608661083573857,0.12284097734847861,0.20881860714837525,0.10546829390397791,0.1744532010913581
6.5,6.6,0.18363346788323348,0.4610756819749608,0.11812436229357318,0.1970970333379001,0.1061894847036967,0.17609860421787635
6.6,6.699999999999999,0.18723616083589353,0.4652788711123426,0.11269644064189947,0.2069643091183701,0.10685732400505316,0.1771041743801524
6.7,6.8,0.19008336384561747,0.4688795256064908,0.11560973140293843,0.20148732062371638,0.10733710395665345,0.17847512789027978
6.8,6.8999999999999995,0.19440904884815643,0.47189960390698416,0.13291036907976508,0.1976446024479627,0.10798375660706823,0.1794071080189033
6.9,7.0,0.19843191981658265,0.47203530371859864,0.10681761923374103,0.18699875943516386,0.1081780348914344,0.1807312859239066
7.0,7.1,0.20158129962262447,0.47571829420256756,0.11214866237135711,0.1756967910862806,0.10927210966873653,0.18200628362285143
7.1,7.199999999999999,0.2052464405515318,0.47718641102165343,0.1199337759111266,0.19819395916076976,0.10929854680922753,0.1828903546994257
7.2,7.3,0.20761483473403103,0.4836892820565331,0.11363900877566667,0.1741935021984449,0.1098082889323454,0.18408099179977325
7.300000000000001,7.4,0.2112465145627458,0.48756182435884493,0.12295437132394434,0.19891007106490394,0.11043257157365965,0.1849836821622089
7.4,7.5,0.21504232122676792,0.4869256272320793,0.12087113899274476,0.1816036309252327,0.11081492799317705,0.18601996800797904
7.5,7.6,0.22019945984808129,0.4935524584712866,0.11803335854701791,0.20450016691867043,0.11102188743492009,0.18688385640758426
7.6,7.699999999999999,0.2224654881164557,0.49006621323798233,0.1230518627687679,0.17833072271078745,0.11177848023881516,0.18766506422694826
7.7,7.8,0.22517787405269857,0.4998346898499038,0.12303905313301171,0.1758854252102302,0.11200473919932952,0.188581032798913
7.800000000000001,7.9,0.2294997895015333,0.5060631859848945,0.12978294934559365,0.18181782729847676,0.1126033623350741,0.1894380268725603
7.9,8.0,0.2337092881519733,0.50332019202609,0.14382237834929112,0.18641361494181463,0.11279495873850867,0.1898378124264952
8.0,8.1,0.23749695102821128,0.5080065260088665,0.11669718720751812,0.1920512747248662,0.11329317127471576,0.19076539879317814
8.1,8.2,0.24087426957370317,0.5141718640235684,0.11611878791803779,0.19084247127831555,0.11343934655010272,0.1913240200800101
8.2,8.299999999999999,0.24415147719884708,0.5239803097068503,0.11764707005629944,0.19602926797022122,0.11408665859629834,0.19197814939045751
8.3,8.4,0.2472745933986127,0.5157509121769142,0.13743185560390098,0.17232069784939202,0.11439082890150236,0.1924973894031184
8.4,8.5,0.25236758894909117,0.5191323405363582,0.11704749589817416,0.16889234626628763,0.11467164443016573,0.19317620978391142
8.5,8.6,0.25450485032660614,0.5235699188114719,0.14834008363766277,0.17911551160910072,0.11547609826955343,0.19344916102558654
8.6,8.7,0.25561511615287347,0.5205540402057153,0.12636657754278016,0.19207561406982973,0.11573951883681216,0.19403104616775416
8.7,8.799999999999999,0.26134350966106107,0.5279052377836019,0.12163609285743998,0.17178138815101635,0.11600240146506541,0.19429608127196196
8.8,8.9,0.26506100792156423,0.5302068903397211,0.11711632090703068,0.18151375095892067,0.11699066515833537,0.19476919739666743
8.9,9.0,0.26942978571698306,0.5223903360470953,0.1450313815364502,0.17669009563636393,0.11740857768651564,0.1952450278208842
9.0,9.1,0.27283605600561733,0.5334892866603368,0.1210646726100376,0.17131820790008934,0.11795502191815135,0.1952977254929917
9.100000000000001,9.200000000000001,0.27630808687831115,0.5289318560861019,0.1054706275797768,0.1617880738113239,0.1183224288396637,0.19560506096522234
9.2,9.299999999999999,0.2807148008646713,0.5317354166467929,0.1223146222614372,0.17559378222985927,0.1191822278476201,0.19651899812616874
9.3,9.4,0.28264106520684557,0.5348349611372177,0.10665868828009523,0.16715453486251536,0.11978626631201089,0.19671432603187292
9.4,9.5,0.28956349324809455,0.5352513254715662,0.11990066772966981,0.16893373781524354,0.12032931553661404,0.1965449065377274
9.5,9.6,0.29007530302078366,0.5410454668616307,0.1099354164433021,0.17890606068690468,0.12078229153783494,0.1972503072082837
9.600000000000001,9.700000000000001,0.2947106463133269,0.5400923883194082,0.11538489009788629,0.1846641396120917,0.12138155341605437,0.19680874809400425
9.7,9.799999999999999,0.29683878086973997,0.550944283995446,0.13950770365440504,0.1665133164775026,0.12166726303288,0.1976272806619242
9.8,9.9,0.3011515714975143,0.5446613129813532,0.11478986477692629,0.16769918706111706,0.12313723568686459,0.19845093473401892
9.9,10.0,0.3024861244818719,0.5471128461249903,0.14749994741244324,0.17518186338656175,0.12384557752457555,0.19862586516174358
10.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0
