LOW,HIGH,t5_DESI_COUNT,t5_EXCEPT_COUNT,t3_220M_COUNT,t3_17M_COUNT,t3_33M_COUNT,t5_BOSS_COUNT
3.9194165615458285E-4,3.950037003432904E-4,0.0,0.0,3.506409716962608E-5,0.0,2.647849284418731E-5,0.0
3.950037003432908E-4,3.980896667522226E-4,0.0,0.0,2.8051277735700862E-5,0.0,2.647849284418731E-5,0.0
3.980896667522226E-4,4.0119974227372423E-4,0.0,0.0,2.8051277735700862E-5,0.0,2.647849284418731E-5,0.0
4.0119974227372423E-4,4.043341152602376E-4,0.0,0.0,4.908973603747651E-5,0.0,3.971773926628096E-5,0.0
4.04334115260238E-4,4.074929755357085E-4,0.0,0.0,7.012819433925216E-5,0.0,5.295698568837462E-5,0.0
4.074929755357085E-4,4.106765144070811E-4,0.0,0.0,7.714101377317737E-5,0.0,5.295698568837462E-5,0.0
4.106765144070811E-4,4.138849246758863E-4,0.0,0.0,4.2076916603551294E-5,0.0,2.647849284418731E-5,0.0
4.1388492467588675E-4,4.1711840064991696E-4,0.0,0.0,7.012819433925216E-5,0.0,5.295698568837462E-5,0.0
4.171184006499166E-4,4.203771381549939E-4,0.0,0.0,5.6102555471401724E-5,0.0,3.971773926628096E-5,0.0
4.203771381549943E-4,4.236613345468301E-4,0.0,0.0,9.11666526410278E-5,0.0,5.295698568837462E-5,0.0
4.2366133454683054E-4,4.269711887229775E-4,0.0,0.0,7.714101377317737E-5,0.0,5.295698568837462E-5,0.0
4.269711887229771E-4,4.303069011348752E-4,0.0,0.0,1.1921793037672867E-4,0.0,7.943547853256193E-5,0.0
4.3030690113487563E-4,4.336686737999917E-4,0.0,0.0,7.714101377317737E-5,0.0,6.619623211046827E-5,0.0
4.336686737999917E-4,4.3705671031405406E-4,0.0,0.0,4.2076916603551294E-5,0.0,2.647849284418731E-5,0.0
4.3705671031405406E-4,4.4047121586338246E-4,0.0,0.0,1.2623074981065388E-4,0.0,9.267472495465558E-5,0.0
4.4047121586338295E-4,4.4391239723731544E-4,0.0,0.0,7.714101377317737E-5,0.0,5.295698568837462E-5,0.0
4.4391239723731544E-4,4.473804628407319E-4,0.0,0.0,1.4025638867850432E-4,0.0,1.0591397137674923E-4,0.0
4.473804628407319E-4,4.5087562270667496E-4,0.0,0.0,1.3324356924457908E-4,0.0,9.267472495465558E-5,0.0
4.508756227066754E-4,4.543980885090712E-4,0.0,0.0,2.1038458301775645E-4,0.0,1.5887095706512385E-4,0.0
4.543980885090712E-4,4.579480735755482E-4,0.0,0.0,1.4025638867850432E-4,0.0,9.267472495465558E-5,0.0
4.579480735755482E-4,4.61525792900357E-4,0.0,0.0,1.5428202754635473E-4,0.0,1.3239246422093654E-4,0.0
4.6152579290035747E-4,4.651314631573914E-4,0.0,0.0,1.6129484698027994E-4,0.0,1.1915321779884289E-4,0.0
4.651314631573909E-4,4.6876530271330787E-4,0.0,0.0,1.0519229150887823E-4,0.0,9.267472495465558E-5,0.0
